# Weekly cases of measles in Ontario; Canada; 1939-89,,,,
# Missing data for 1970,,,,
# data taken from file cdi_ca_on__1939-89_wk.xls,,,,
year,month,day,numdate,cases
1956,7,28,1956.575342,184
1956,8,4,1956.594521,125
1956,8,11,1956.613699,118
1956,8,18,1956.632877,76
1956,8,25,1956.652055,156
1956,9,1,1956.671233,60
1956,9,8,1956.690411,135
1956,9,15,1956.709589,87
1956,9,22,1956.728767,87
1956,9,29,1956.747945,177
1956,10,6,1956.767123,68
1956,10,13,1956.786301,202
1956,10,20,1956.805479,196
1956,10,27,1956.824658,172
1956,11,3,1956.843836,362
1956,11,10,1956.863014,207
1956,11,17,1956.882192,339
1956,11,24,1956.90137,389
1956,12,1,1956.920548,493
1956,12,8,1956.939726,378
1956,12,15,1956.958904,258
1956,12,22,1956.978082,256
1956,12,29,1956.99726,501
1957,1,5,1957.013699,521
1957,1,12,1957.032877,529
1957,1,19,1957.052055,445
1957,1,26,1957.071233,603
1957,2,2,1957.090411,541
1957,2,9,1957.109589,623
1957,2,16,1957.128767,624
1957,2,23,1957.147945,560
1957,3,2,1957.167123,401
1957,3,9,1957.186301,503
1957,3,16,1957.205479,547
1957,3,23,1957.224658,621
1957,3,30,1957.243836,398
1957,4,6,1957.263014,393
1957,4,13,1957.282192,292
1957,4,20,1957.30137,481
1957,4,27,1957.320548,379
1957,5,4,1957.339726,481
1957,5,11,1957.358904,358
1957,5,18,1957.378082,317
1957,5,25,1957.39726,343
1957,6,1,1957.416438,347
1957,6,8,1957.435616,488
1957,6,15,1957.454795,275
1957,6,22,1957.473973,298
1957,6,29,1957.493151,113
1957,7,6,1957.512329,141
1957,7,13,1957.531507,55
1957,7,20,1957.550685,147
1957,7,27,1957.569863,63
1957,8,3,1957.589041,91
1957,8,10,1957.608219,37
1957,8,17,1957.627397,54
1957,8,24,1957.646575,40
1957,8,31,1957.665753,13
1957,9,7,1957.684932,27
1957,9,14,1957.70411,17
1957,9,21,1957.723288,56
1957,9,28,1957.742466,12
1957,10,5,1957.761644,23
1957,10,12,1957.780822,14
1957,10,19,1957.8,21
1957,10,26,1957.819178,30
1957,11,2,1957.838356,32
1957,11,9,1957.857534,82
1957,11,16,1957.876712,50
1957,11,23,1957.89589,37
1957,11,30,1957.915068,39
1957,12,7,1957.934247,71
1957,12,14,1957.953425,68
1957,12,21,1957.972603,73
1957,12,28,1957.991781,68
1958,1,4,1958.010959,105
1958,1,11,1958.030137,107
1958,1,18,1958.049315,111
1958,1,25,1958.068493,110
1958,2,1,1958.087671,114
1958,2,8,1958.106849,207
1958,2,15,1958.126027,123
1958,2,22,1958.145205,163
1958,3,1,1958.164384,216
1958,3,8,1958.183562,195
1958,3,15,1958.20274,170
1958,3,22,1958.221918,252
1958,3,29,1958.241096,339
1958,4,5,1958.260274,206
1958,4,12,1958.279452,251
1958,4,19,1958.29863,421
1958,4,26,1958.317808,365
1958,5,3,1958.336986,428
1958,5,10,1958.356164,451
1958,5,17,1958.375342,502
1958,5,24,1958.394521,579
1958,5,31,1958.413699,702
1958,6,7,1958.432877,674
1958,6,14,1958.452055,645
1958,6,21,1958.471233,628
1958,6,28,1958.490411,610
1958,7,5,1958.509589,408
1958,7,12,1958.528767,373
1958,7,19,1958.547945,281
1958,7,26,1958.567123,209
1958,8,2,1958.586301,151
1958,8,9,1958.605479,190
1958,8,16,1958.624658,117
1958,8,23,1958.643836,72
1958,8,30,1958.663014,110
1958,9,6,1958.682192,70
1958,9,13,1958.70137,93
1958,9,20,1958.720548,101
1958,9,27,1958.739726,110
1958,10,4,1958.758904,129
1958,10,11,1958.778082,110
1958,10,18,1958.79726,300
1958,10,25,1958.816438,272
1958,11,1,1958.835616,346
1958,11,8,1958.854795,442
1958,11,15,1958.873973,513
1958,11,22,1958.893151,698
1958,11,29,1958.912329,615
1958,12,6,1958.931507,689
1958,12,13,1958.950685,399
1958,12,20,1958.969863,569
1958,12,27,1958.989041,567
1959,1,3,1959.008219,1312
1959,1,10,1959.027397,1111
1959,1,17,1959.046575,1013
1959,1,24,1959.065753,985
1959,1,31,1959.084932,855
1959,2,7,1959.10411,1148
1959,2,14,1959.123288,1086
1959,2,21,1959.142466,1067
1959,2,28,1959.161644,1218
1959,3,7,1959.180822,1032
1959,3,14,1959.2,885
1959,3,21,1959.219178,758
1959,3,28,1959.238356,472
1959,4,4,1959.257534,466
1959,4,11,1959.276712,519
1959,4,18,1959.29589,448
1959,4,25,1959.315068,379
1959,5,2,1959.334247,432
1959,5,9,1959.353425,482
1959,5,16,1959.372603,530
1959,5,23,1959.391781,609
1959,5,30,1959.410959,542
1959,6,6,1959.430137,305
1959,6,13,1959.449315,557
1959,6,20,1959.468493,375
1959,6,27,1959.487671,195
1959,7,4,1959.506849,210
1959,7,11,1959.526027,92
1959,7,18,1959.545205,102
1959,7,25,1959.564384,48
1959,8,1,1959.583562,51
1959,8,8,1959.60274,28
1959,8,15,1959.621918,41
1959,8,22,1959.641096,38
1959,8,29,1959.660274,47
1959,9,5,1959.679452,18
1959,9,12,1959.69863,47
1959,9,19,1959.717808,17
1959,9,26,1959.736986,72
1959,10,3,1959.756164,57
1959,10,10,1959.775342,19
1959,10,17,1959.794521,24
1959,10,24,1959.813699,20
1959,10,31,1959.832877,55
1959,11,7,1959.852055,24
1959,11,14,1959.871233,38
1959,11,21,1959.890411,54
1959,11,28,1959.909589,59
1959,12,5,1959.928767,115
1959,12,12,1959.947945,121
1959,12,19,1959.967123,30
1959,12,26,1959.986301,103
1960,1,2,1960.005479,152
1960,1,9,1960.024658,68
1960,1,16,1960.043836,135
1960,1,23,1960.063014,202
1960,1,30,1960.082192,277
1960,2,6,1960.10137,222
1960,2,13,1960.120548,276
1960,2,20,1960.139726,217
1960,2,27,1960.158904,266
1960,3,5,1960.178082,423
1960,3,12,1960.19726,81
1960,3,19,1960.216438,423
1960,3,26,1960.235616,132
1960,4,2,1960.254795,457
1960,4,9,1960.273973,101
1960,4,16,1960.293151,208
1960,4,23,1960.312329,198
1960,4,30,1960.331507,297
1960,5,7,1960.350685,211
1960,5,14,1960.369863,128
1960,5,21,1960.389041,212
1960,5,28,1960.408219,148
1960,6,4,1960.427397,138
1960,6,11,1960.446575,157
1960,6,18,1960.465753,108
1960,6,25,1960.484932,60
1960,7,2,1960.50411,155
1960,7,9,1960.523288,57
1960,7,16,1960.542466,63
1960,7,23,1960.561644,33
1960,7,30,1960.580822,46
1960,8,6,1960.6,31
1960,8,13,1960.619178,33
1960,8,20,1960.638356,31
1960,8,27,1960.657534,27
1960,9,3,1960.676712,20
1960,9,10,1960.69589,51
1960,9,17,1960.715068,15
1960,9,24,1960.734247,21
1960,10,1,1960.753425,19
1960,10,8,1960.772603,57
1960,10,15,1960.791781,53
1960,10,22,1960.810959,191
1960,10,29,1960.830137,51
1960,11,5,1960.849315,95
1960,11,12,1960.868493,72
1960,11,19,1960.887671,86
1960,11,26,1960.906849,74
1960,12,3,1960.926027,147
1960,12,10,1960.945205,199
1960,12,17,1960.964384,172
1960,12,24,1960.983562,216
1960,12,31,1961.00274,266
1961,1,7,1961.019178,430
1961,1,14,1961.038356,479
1961,1,21,1961.057534,484
1961,1,28,1961.076712,598
1961,2,4,1961.09589,740
1961,2,11,1961.115068,752
1961,2,18,1961.134247,1086
1961,2,25,1961.153425,986
1961,3,4,1961.172603,1359
1961,3,11,1961.191781,978
1961,3,18,1961.210959,1490
1961,3,25,1961.230137,1390
1961,4,1,1961.249315,1166
1961,4,8,1961.268493,1025
1961,4,15,1961.287671,1243
1961,4,22,1961.306849,1133
1961,4,29,1961.326027,1151
1961,5,6,1961.345205,1397
1961,5,13,1961.364384,1330
1961,5,20,1961.383562,1302
1961,5,27,1961.40274,964
1961,6,3,1961.421918,1224
1961,6,10,1961.441096,1252
1961,6,17,1961.460274,849
1961,6,24,1961.479452,864
1961,7,1,1961.49863,813
1961,7,8,1961.517808,587
1961,7,15,1961.536986,333
1961,7,22,1961.556164,241
1961,7,29,1961.575342,227
1961,8,5,1961.594521,129
1961,8,12,1961.613699,109
1961,8,19,1961.632877,72
1961,8,26,1961.652055,56
1961,9,2,1961.671233,39
1961,9,9,1961.690411,87
1961,9,16,1961.709589,93
1961,9,23,1961.728767,56
1961,9,30,1961.747945,42
1961,10,7,1961.767123,89
1961,10,14,1961.786301,76
1961,10,21,1961.805479,96
1961,10,28,1961.824658,194
1961,11,4,1961.843836,65
1961,11,11,1961.863014,535
1961,11,18,1961.882192,193
1961,11,25,1961.90137,175
1961,12,2,1961.920548,216
1961,12,9,1961.939726,201
1961,12,16,1961.958904,175
1961,12,23,1961.978082,382
1961,12,30,1961.99726,243
1962,1,6,1962.016438,361
1962,1,13,1962.035616,389
1962,1,20,1962.054795,390
1962,1,27,1962.073973,321
1962,2,3,1962.093151,856
1962,2,10,1962.112329,286
1962,2,17,1962.131507,339
1962,2,24,1962.150685,446
1962,3,3,1962.169863,352
1962,3,10,1962.189041,442
1962,3,17,1962.208219,366
1962,3,24,1962.227397,359
1962,3,31,1962.246575,559
1962,4,7,1962.265753,379
1962,4,14,1962.284932,449
1962,4,21,1962.30411,332
1962,4,28,1962.323288,261
1962,5,5,1962.342466,353
1962,5,12,1962.361644,522
1962,5,19,1962.380822,275
1962,5,26,1962.4,338
1962,6,2,1962.419178,289
1962,6,9,1962.438356,398
1962,6,16,1962.457534,314
1962,6,23,1962.476712,334
1962,6,30,1962.49589,322
1962,7,7,1962.515068,401
1962,7,14,1962.534247,228
1962,7,21,1962.553425,170
1962,7,28,1962.572603,99
1962,8,4,1962.591781,43
1962,8,11,1962.610959,56
1962,8,18,1962.630137,74
1962,8,25,1962.649315,79
1962,9,1,1962.668493,38
1962,9,8,1962.687671,82
1962,9,15,1962.706849,30
1962,9,22,1962.726027,70
1962,9,29,1962.745205,57
1962,10,6,1962.764384,78
1962,10,13,1962.783562,120
1962,10,20,1962.80274,79
1962,10,27,1962.821918,193
1962,11,3,1962.841096,128
1962,11,10,1962.860274,209
1962,11,17,1962.879452,184
1962,11,24,1962.89863,228
1962,12,1,1962.917808,223
1962,12,8,1962.936986,473
1962,12,15,1962.956164,488
1962,12,22,1962.975342,251
1962,12,29,1962.994521,346
1963,1,5,1963.013699,551
1963,1,12,1963.032877,703
1963,1,19,1963.052055,539
1963,1,26,1963.071233,686
1963,2,2,1963.090411,630
1963,2,9,1963.109589,561
1963,2,16,1963.128767,587
1963,2,23,1963.147945,730
1963,3,2,1963.167123,769
1963,3,9,1963.186301,780
1963,3,16,1963.205479,932
1963,3,23,1963.224658,839
1963,3,30,1963.243836,640
1963,4,6,1963.263014,744
1963,4,13,1963.282192,644
1963,4,20,1963.30137,599
1963,4,27,1963.320548,417
1963,5,4,1963.339726,611
1963,5,11,1963.358904,619
1963,5,18,1963.378082,531
1963,5,25,1963.39726,648
1963,6,1,1963.416438,658
1963,6,8,1963.435616,536
1963,6,15,1963.454795,555
1963,6,22,1963.473973,460
1963,6,29,1963.493151,382
1963,7,6,1963.512329,301
1963,7,13,1963.531507,166
1963,7,20,1963.550685,139
1963,7,27,1963.569863,156
1963,8,3,1963.589041,89
1963,8,10,1963.608219,85
1963,8,17,1963.627397,46
1963,8,24,1963.646575,29
1963,8,31,1963.665753,38
1963,9,7,1963.684932,69
1963,9,14,1963.70411,39
1963,9,21,1963.723288,31
1963,9,28,1963.742466,45
1963,10,5,1963.761644,41
1963,10,12,1963.780822,93
1963,10,19,1963.8,107
1963,10,26,1963.819178,161
1963,11,2,1963.838356,65
1963,11,9,1963.857534,220
1963,11,16,1963.876712,258
1963,11,23,1963.89589,247
1963,11,30,1963.915068,240
1963,12,7,1963.934247,331
1963,12,14,1963.953425,379
1963,12,21,1963.972603,202
1963,12,28,1963.991781,315
1964,1,4,1964.010959,203
1964,1,11,1964.030137,344
1964,1,18,1964.049315,311
1964,1,25,1964.068493,260
1964,2,1,1964.087671,403
1964,2,8,1964.106849,815
1964,2,15,1964.126027,456
1964,2,22,1964.145205,483
1964,2,29,1964.164384,721
1964,3,7,1964.183562,485
1964,3,14,1964.20274,627
1964,3,21,1964.221918,390
1964,3,28,1964.241096,434
1964,4,4,1964.260274,688
1964,4,11,1964.279452,454
1964,4,18,1964.29863,359
1964,4,25,1964.317808,350
1964,5,2,1964.336986,799
1964,5,9,1964.356164,657
1964,5,16,1964.375342,380
1964,5,23,1964.394521,533
1964,5,30,1964.413699,827
1964,6,6,1964.432877,407
1964,6,13,1964.452055,404
1964,6,20,1964.471233,538
1964,6,27,1964.490411,342
1964,7,4,1964.509589,502
1964,7,11,1964.528767,168
1964,7,18,1964.547945,163
1964,7,25,1964.567123,130
1964,8,1,1964.586301,75
1964,8,8,1964.605479,55
1964,8,15,1964.624658,33
1964,8,22,1964.643836,28
1964,8,29,1964.663014,28
1964,9,5,1964.682192,26
1964,9,12,1964.70137,26
1964,9,19,1964.720548,30
1964,9,26,1964.739726,36
1964,10,3,1964.758904,85
1964,10,10,1964.778082,47
1964,10,17,1964.79726,149
1964,10,24,1964.816438,144
1964,10,31,1964.835616,69
1964,11,7,1964.854795,110
1964,11,14,1964.873973,114
1964,11,21,1964.893151,160
1964,11,28,1964.912329,127
1964,12,5,1964.931507,229
1964,12,12,1964.950685,174
1964,12,19,1964.969863,117
1964,12,26,1964.989041,286
1965,1,2,1965.005479,264
1965,1,9,1965.024658,360
1965,1,16,1965.043836,395
1965,1,23,1965.063014,418
1965,1,30,1965.082192,400
1965,2,6,1965.10137,497
1965,2,13,1965.120548,528
1965,2,20,1965.139726,770
1965,2,27,1965.158904,627
1965,3,6,1965.178082,975
1965,3,13,1965.19726,891
1965,3,20,1965.216438,852
1965,3,27,1965.235616,800
1965,4,3,1965.254795,1435
1965,4,10,1965.273973,959
1965,4,17,1965.293151,583
1965,4,24,1965.312329,681
1965,5,1,1965.331507,942
1965,5,8,1965.350685,1112
1965,5,15,1965.369863,796
1965,5,22,1965.389041,803
1965,5,29,1965.408219,709
1965,6,5,1965.427397,874
1965,6,12,1965.446575,860
1965,6,19,1965.465753,563
1965,6,26,1965.484932,320
1965,7,3,1965.50411,533
1965,7,10,1965.523288,282
1965,7,17,1965.542466,127
1965,7,24,1965.561644,94
1965,7,31,1965.580822,63
1965,8,7,1965.6,77
1965,8,14,1965.619178,57
1965,8,21,1965.638356,41
1965,8,28,1965.657534,69
1965,9,4,1965.676712,29
1965,9,11,1965.69589,85
1965,9,18,1965.715068,26
1965,9,25,1965.734247,24
1965,10,2,1965.753425,48
1965,10,9,1965.772603,26
1965,10,16,1965.791781,115
1965,10,23,1965.810959,51
1965,10,30,1965.830137,78
1965,11,6,1965.849315,167
1965,11,13,1965.868493,114
1965,11,20,1965.887671,132
1965,11,27,1965.906849,163
1965,12,4,1965.926027,139
1965,12,11,1965.945205,262
1965,12,18,1965.964384,125
1965,12,25,1965.983562,151
1966,1,1,1966.00274,102
1966,1,8,1966.021918,162
1966,1,15,1966.041096,378
1966,1,22,1966.060274,340
1966,1,29,1966.079452,396
1966,2,5,1966.09863,295
1966,2,12,1966.117808,260
1966,2,19,1966.136986,265
1966,2,26,1966.156164,292
1966,3,5,1966.175342,381
1966,3,12,1966.194521,235
1966,3,19,1966.213699,334
1966,3,26,1966.232877,222
1966,4,2,1966.252055,274
1966,4,9,1966.271233,414
1966,4,16,1966.290411,217
1966,4,23,1966.309589,202
1966,4,30,1966.328767,216
1966,5,7,1966.347945,227
1966,5,14,1966.367123,241
1966,5,21,1966.386301,211
1966,5,28,1966.405479,344
1966,6,4,1966.424658,243
1966,6,11,1966.443836,298
1966,6,18,1966.463014,299
1966,6,25,1966.482192,169
1966,7,2,1966.50137,206
1966,7,9,1966.520548,101
1966,7,16,1966.539726,57
1966,7,23,1966.558904,40
1966,7,30,1966.578082,22
1966,8,6,1966.59726,33
1966,8,13,1966.616438,23
1966,8,20,1966.635616,19
1966,8,27,1966.654795,25
1966,9,3,1966.673973,9
1966,9,10,1966.693151,11
1966,9,17,1966.712329,18
1966,9,24,1966.731507,13
1966,10,1,1966.750685,23
1966,10,8,1966.769863,12
1966,10,15,1966.789041,37
1966,10,22,1966.808219,28
1966,10,29,1966.827397,24
1966,11,5,1966.846575,18
1966,11,12,1966.865753,47
1966,11,19,1966.884932,63
1966,11,26,1966.90411,75
1966,12,3,1966.923288,102
1966,12,10,1966.942466,125
1966,12,17,1966.961644,174
1966,12,24,1966.980822,167
1966,12,31,1967,82
1967,1,7,1967.019178,166
1967,1,14,1967.038356,134
1967,1,21,1967.057534,294
1967,1,28,1967.076712,251
1967,2,4,1967.09589,298
1967,2,11,1967.115068,341
1967,2,18,1967.134247,248
1967,2,25,1967.153425,409
1967,3,4,1967.172603,480
1967,3,11,1967.191781,446
1967,3,18,1967.210959,356
1967,3,25,1967.230137,339
1967,4,1,1967.249315,649
1967,4,8,1967.268493,435
1967,4,15,1967.287671,371
1967,4,22,1967.306849,529
1967,4,29,1967.326027,637
1967,5,6,1967.345205,696
1967,5,13,1967.364384,661
1967,5,20,1967.383562,618
1967,5,27,1967.40274,508
1967,6,3,1967.421918,563
1967,6,10,1967.441096,764
1967,6,17,1967.460274,583
1967,6,24,1967.479452,435
1967,7,1,1967.49863,276
1967,7,8,1967.517808,354
1967,7,15,1967.536986,133
1967,7,22,1967.556164,82
1967,7,29,1967.575342,79
1967,8,5,1967.594521,47
1967,8,12,1967.613699,44
1967,8,19,1967.632877,33
1967,8,26,1967.652055,31
1967,9,2,1967.671233,35
1967,9,9,1967.690411,9
1967,9,16,1967.709589,19
1967,9,23,1967.728767,16
1967,9,30,1967.747945,18
1967,10,7,1967.767123,55
1967,10,14,1967.786301,67
1967,10,21,1967.805479,90
1967,10,28,1967.824658,118
1967,11,4,1967.843836,67
1967,11,11,1967.863014,177
1967,11,18,1967.882192,202
1967,11,25,1967.90137,155
1967,12,2,1967.920548,173
1967,12,9,1967.939726,227
1967,12,16,1967.958904,91
1967,12,23,1967.978082,121
1967,12,30,1967.99726,86
1968,1,6,1968.016438,121
1968,1,13,1968.035616,143
1968,1,20,1968.054795,241
1968,1,27,1968.073973,178
1968,2,3,1968.093151,190
1968,2,10,1968.112329,101
1968,2,17,1968.131507,233
1968,2,24,1968.150685,66
1968,3,2,1968.169863,157
1968,3,9,1968.189041,127
1968,3,16,1968.208219,102
1968,3,23,1968.227397,76
1968,3,30,1968.246575,88
1968,4,6,1968.265753,198
1968,4,13,1968.284932,103
1968,4,20,1968.30411,127
1968,4,27,1968.323288,144
1968,5,4,1968.342466,152
1968,5,11,1968.361644,201
1968,5,18,1968.380822,180
1968,5,25,1968.4,192
1968,6,1,1968.419178,267
1968,6,8,1968.438356,194
1968,6,15,1968.457534,301
1968,6,22,1968.476712,153
1968,6,29,1968.49589,160
1968,7,6,1968.515068,90
1968,7,13,1968.534247,22
1968,7,20,1968.553425,38
1968,7,27,1968.572603,30
1968,8,3,1968.591781,8
1968,8,10,1968.610959,5
1968,8,17,1968.630137,51
1968,8,24,1968.649315,17
1968,8,31,1968.668493,13
1968,9,7,1968.687671,12
1968,9,14,1968.706849,8
1968,9,21,1968.726027,12
1968,9,28,1968.745205,17
1968,10,5,1968.764384,27
1968,10,12,1968.783562,17
1968,10,19,1968.80274,15
1968,10,26,1968.821918,26
1968,11,2,1968.841096,83
1968,11,9,1968.860274,25
1968,11,16,1968.879452,33
1968,11,23,1968.89863,36
1968,11,30,1968.917808,30
1968,12,7,1968.936986,49
1968,12,14,1968.956164,42
1968,12,21,1968.975342,64
1968,12,28,1968.994521,31
1969,1,4,1969.010959,18
1969,1,11,1969.030137,80
1969,1,18,1969.049315,68
1969,1,25,1969.068493,55
1969,2,1,1969.087671,74
1969,2,8,1969.106849,96
1969,2,15,1969.126027,85
1969,2,22,1969.145205,71
1969,3,1,1969.164384,80
1969,3,8,1969.183562,90
1969,3,15,1969.20274,58
1969,3,22,1969.221918,118
1969,3,29,1969.241096,56
1969,4,5,1969.260274,109
1969,4,12,1969.279452,188
1969,4,19,1969.29863,58
1969,4,26,1969.317808,107
1969,5,3,1969.336986,77
1969,5,10,1969.356164,208
1969,5,17,1969.375342,93
1969,5,24,1969.394521,92
1969,5,31,1969.413699,104
1969,6,7,1969.432877,186
1969,6,14,1969.452055,68
1969,6,21,1969.471233,130
1969,6,28,1969.490411,85
1969,7,5,1969.509589,41
1969,7,12,1969.528767,351
1969,7,19,1969.547945,19
1969,7,26,1969.567123,11
1969,8,2,1969.586301,10
1969,8,9,1969.605479,160
1969,8,16,1969.624658,14
1969,8,23,1969.643836,13
1969,8,30,1969.663014,5
1969,9,6,1969.682192,8
1969,9,13,1969.70137,21
1969,9,20,1969.720548,9
1969,9,27,1969.739726,11
1969,10,4,1969.758904,15
1969,10,11,1969.778082,5
1969,10,18,1969.79726,13
1969,10,25,1969.816438,21
1969,11,1,1969.835616,40
1969,11,8,1969.854795,42
1969,11,15,1969.873973,28
1969,11,22,1969.893151,40
1969,11,29,1969.912329,35
1969,12,6,1969.931507,26
1969,12,13,1969.950685,27
1969,12,20,1969.969863,87
1969,12,27,1969.989041,52
1970,1,3,1970.008219,
1970,1,10,1970.027397,
1970,1,17,1970.046575,
1970,1,24,1970.065753,
1970,1,31,1970.084932,
1970,2,7,1970.10411,
1970,2,14,1970.123288,
1970,2,21,1970.142466,
1970,2,28,1970.161644,
1970,3,7,1970.180822,
1970,3,14,1970.2,
1970,3,21,1970.219178
1970,3,28,1970.238356
1970,4,4,1970.257534
1970,4,11,1970.276712
1970,4,18,1970.29589
1970,4,25,1970.315068
1970,5,2,1970.334247
1970,5,9,1970.353425
1970,5,16,1970.372603
1970,5,23,1970.391781
1970,5,30,1970.410959
1970,6,6,1970.430137
1970,6,13,1970.449315
1970,6,20,1970.468493
1970,6,27,1970.487671
1970,7,4,1970.506849
1970,7,11,1970.526027
1970,7,18,1970.545205
1970,7,25,1970.564384
1970,8,1,1970.583562
1970,8,8,1970.60274
1970,8,15,1970.621918
1970,8,22,1970.641096
1970,8,29,1970.660274
1970,9,5,1970.679452
1970,9,12,1970.69863
1970,9,19,1970.717808
1970,9,26,1970.736986
1970,10,3,1970.756164
1970,10,10,1970.775342
1970,10,17,1970.794521
1970,10,24,1970.813699
1970,10,31,1970.832877,
1970,11,7,1970.852055,
1970,11,14,1970.871233,
1970,11,21,1970.890411,
1970,11,28,1970.909589,
1970,12,5,1970.928767,
1970,12,12,1970.947945,
1970,12,19,1970.967123,
1970,12,26,1970.986301,
1971,1,9,1971.024658,141
1971,1,16,1971.043836,197
1971,1,23,1971.063014,159
1971,1,30,1971.082192,100
1971,2,6,1971.10137,305
1971,2,13,1971.120548,164
1971,2,20,1971.139726,145
1971,2,27,1971.158904,123
1971,3,6,1971.178082,225
1971,3,13,1971.19726,227
1971,3,20,1971.216438,161
1971,3,27,1971.235616,67
1971,4,3,1971.254795,246
1971,4,10,1971.273973,144
1971,4,17,1971.293151,205
1971,4,24,1971.312329,172
1971,5,1,1971.331507,102
1971,5,8,1971.350685,256
1971,5,15,1971.369863,71
1971,5,22,1971.389041,169
1971,5,29,1971.408219,112
1971,6,5,1971.427397,116
1971,6,12,1971.446575,158
1971,6,19,1971.465753,112
1971,6,26,1971.484932,64
1971,7,3,1971.50411,54
1971,7,10,1971.523288,74
1971,7,17,1971.542466,58
1971,7,24,1971.561644,21
1971,7,31,1971.580822,22
1971,8,7,1971.6,9
1971,8,14,1971.619178,8
1971,8,21,1971.638356,8
1971,8,28,1971.657534,13
1971,9,4,1971.676712,2
1971,9,11,1971.69589,8
1971,9,18,1971.715068,7
1971,9,25,1971.734247,8
1971,10,2,1971.753425,10
1971,10,9,1971.772603,9
1971,10,16,1971.791781,7
1971,10,23,1971.810959,7
1971,10,30,1971.830137,14
1971,11,6,1971.849315,15
1971,11,13,1971.868493,16
1971,11,20,1971.887671,16
1971,11,27,1971.906849,8
1971,12,4,1971.926027,14
1971,12,11,1971.945205,10
1971,12,18,1971.964384,13
1971,12,25,1971.983562,13
1972,1,1,1972.00274,5
1972,1,8,1972.021918,8
1972,1,15,1972.041096,38
1972,1,22,1972.060274,29
1972,1,29,1972.079452,13
1972,2,5,1972.09863,30
1972,2,12,1972.117808,26
1972,2,19,1972.136986,18
1972,2,26,1972.156164,35
1972,3,4,1972.175342,24
1972,3,11,1972.194521,24
1972,3,18,1972.213699,13
1972,3,25,1972.232877,15
1972,4,1,1972.252055,13
1972,4,8,1972.271233,8
1972,4,15,1972.290411,20
1972,4,22,1972.309589,17
1972,4,29,1972.328767,31
1972,5,6,1972.347945,14
1972,5,13,1972.367123,17
1972,5,20,1972.386301,17
1972,5,27,1972.405479,28
1972,6,3,1972.424658,21
1972,6,10,1972.443836,36
1972,6,17,1972.463014,19
1972,6,24,1972.482192,43
1972,7,1,1972.50137,18
1972,7,8,1972.520548,7
1972,7,15,1972.539726,4
1972,7,22,1972.558904,9
1972,7,29,1972.578082,25
1972,8,5,1972.59726,9
1972,8,12,1972.616438,7
1972,8,19,1972.635616,16
1972,8,26,1972.654795,5
1972,9,2,1972.673973,3
1972,9,9,1972.693151,6
1972,9,16,1972.712329,6
1972,9,23,1972.731507,7
1972,9,30,1972.750685,7
1972,10,7,1972.769863,5
1972,10,14,1972.789041,8
1972,10,21,1972.808219,14
1972,10,28,1972.827397,19
1972,11,4,1972.846575,16
1972,11,11,1972.865753,20
1972,11,18,1972.884932,7
1972,11,25,1972.90411,24
1972,12,2,1972.923288,13
1972,12,9,1972.942466,20
1972,12,16,1972.961644,23
1972,12,23,1972.980822,12
1972,12,30,1973,32
1973,1,6,1973.016438,16
1973,1,13,1973.035616,18
1973,1,20,1973.054795,14
1973,1,27,1973.073973,17
1973,2,3,1973.093151,32
1973,2,10,1973.112329,33
1973,2,17,1973.131507,18
1973,2,24,1973.150685,18
1973,3,3,1973.169863,21
1973,3,10,1973.189041,36
1973,3,17,1973.208219,35
1973,3,24,1973.227397,34
1973,3,31,1973.246575,42
1973,4,7,1973.265753,49
1973,4,14,1973.284932,30
1973,4,21,1973.30411,49
1973,4,28,1973.323288,71
1973,5,5,1973.342466,61
1973,5,12,1973.361644,54
1973,5,19,1973.380822,95
1973,5,26,1973.4,111
1973,6,2,1973.419178,75
1973,6,9,1973.438356,151
1973,6,16,1973.457534,115
1973,6,23,1973.476712,73
1973,6,30,1973.49589,316
1973,7,7,1973.515068,129
1973,7,14,1973.534247,47
1973,7,21,1973.553425,26
1973,7,28,1973.572603,34
1973,8,4,1973.591781,18
1973,8,11,1973.610959,40
1973,8,18,1973.630137,39
1973,8,25,1973.649315,21
1973,9,1,1973.668493,29
1973,9,8,1973.687671,12
1973,9,15,1973.706849,26
1973,9,22,1973.726027,14
1973,9,29,1973.745205,18
1973,10,6,1973.764384,28
1973,10,13,1973.783562,21
1973,10,20,1973.80274,59
1973,10,27,1973.821918,73
1973,11,3,1973.841096,138
1973,11,10,1973.860274,34
1973,11,17,1973.879452,77
1973,11,24,1973.89863,44
1973,12,1,1973.917808,26
1973,12,8,1973.936986,148
1973,12,15,1973.956164,32
1973,12,22,1973.975342,69
1973,12,29,1973.994521,43
1974,1,5,1974.013699,111
1974,1,12,1974.032877,68
1974,1,19,1974.052055,49
1974,1,26,1974.071233,108
1974,2,2,1974.090411,28
1974,2,9,1974.109589,119
1974,2,16,1974.128767,156
1974,2,23,1974.147945,58
1974,3,2,1974.167123,74
1974,3,9,1974.186301,138
1974,3,16,1974.205479,68
1974,3,23,1974.224658,62
1974,3,30,1974.243836,84
1974,4,6,1974.263014,92
1974,4,13,1974.282192,122
1974,4,20,1974.30137,30
1974,4,27,1974.320548,206
1974,5,4,1974.339726,167
1974,5,11,1974.358904,199
1974,5,18,1974.378082,247
1974,5,25,1974.39726,169
1974,6,1,1974.416438,128
1974,6,8,1974.435616,249
